batch,code,title,action,model,expected_width,expected_height,actual_width,actual_height,dimension_ok,output_abs,response_json,status,note
12,P4-F44,인증서 발급·갱신·폐기 생명주기,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F44.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P4-F44.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P4-F47,타임스탬프와 장기검증,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F47.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P4-F47.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P4-F52,혼돈·확산·쇄도효과,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F52.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P4-F52.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F03,사업전략과 정보보호 전략 정렬,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F03.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F03.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F07,정보보호 관리 생명주기,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F07.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F07.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F08,위험관리 전체 순환,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F08.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F08.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F09,정보자산 식별과 분류,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F09.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F09.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F12,ISO 27005 위험평가 흐름,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F12.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F12.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F13,위험분석 접근방법 비교,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F13.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F13.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
12,P5-F17,위험 매트릭스,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F17.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch12_P5-F17.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
