batch,code,title,action,model,expected_width,expected_height,actual_width,actual_height,dimension_ok,output_abs,response_json,status,note
06,P5-F26,물리보안 구역과 출입통제,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F26.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F26.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F41,휘발성 증거 수집 우선순위,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F41.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F41.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F42,디지털 증거 처리 생명주기,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F42.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F42.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F46,ISMS-P 인증기준 16·64·21,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F46.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F46.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F49,공통평가기준 CC 전체 구조,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F49.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F49.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F53,정보보호 제품인증 의사결정,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F53.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F53.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F54,사이버 윤리 전체 지도,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F54.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F54.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F55,디지털 시민의 책임,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F55.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F55.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F64,국내 정보보호 법제 지도,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F64.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F64.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
06,P5-F68,주요정보통신기반시설 보호체계,전면 재생성,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F68.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch06_P5-F68.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
