batch,code,title,action,model,expected_width,expected_height,actual_width,actual_height,dimension_ok,output_abs,response_json,status,note
14,P5-F52,CCRA 국제상호인정,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F52.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F52.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F59,디지털 저작권 권리 구조,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F59.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F59.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F61,책임 있는 취약점 공개,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F61.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F61.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F62,이용자·개인정보취급자 금지행위,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F62.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F62.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F67,불법정보·스팸·망 안정성,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F67.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F67.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F69,주요정보통신기반시설 지정 기준,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F69.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F69.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F70,보호계획과 취약점 분석·평가,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F70.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F70.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F75,개인정보·가명정보·익명정보,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F75.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F75.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F78,동의와 고지 항목,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F78.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F78.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
14,P5-F81,정보주체 권리,부분 수정,gemini-3.1-flash-image,1600,893,1600,893,True,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F81.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\00_가이드\nano_banana_responses\batch14_P5-F81.json,크기검증 통과,Nano Banana API 결과를 원본 비율 유지 방식으로 최종 캔버스에 맞춤
